timestamp,ir,red,time_delta
9175,110505,104195,9.15
9200,110550,104199,9.175
9225,110662,104255,9.2
9250,110837,104267,9.225
9275,110700,104219,9.25
9300,110516,104141,9.275
9325,110311,104066,9.3
9350,109784,103848,9.325
9375,109689,103848,9.35
9400,109848,103902,9.375
9425,109792,103805,9.4
9450,108861,103422,9.425
9475,108493,103301,9.45
9500,108248,103242,9.475
9525,108099,103219,9.5
9550,108041,103207,9.525
9575,108069,103196,9.55
9600,108062,103174,9.575
9625,108050,103168,9.6
9650,108014,103171,9.625
9675,108074,103182,9.65
9700,108129,103234,9.675
9725,108210,103268,9.7
9750,108121,103194,9.725
9775,108044,103124,9.75
9800,107975,103085,9.775
9825,107932,103081,9.8
9850,108125,103219,9.825
9875,108327,103299,9.85
9900,108521,103364,9.875
9925,108675,103409,9.9
9950,108845,103425,9.925
9975,108969,103494,9.95
10000,109231,103658,9.975
10025,110246,104039,10.0
10050,110838,104243,10.025
10075,111303,104415,10.05
10100,111659,104537,10.075
10125,111591,104335,10.1
10150,110664,103910,10.125
10175,109587,103603,10.15
10200,109083,103480,10.175
10225,108736,103388,10.2
10250,108661,103383,10.225
10275,108616,103376,10.25
10300,108603,103391,10.275
10325,108496,103319,10.3
10350,108490,103316,10.325
10375,108594,103372,10.35
10400,108705,103406,10.375
10425,108624,103301,10.4
10450,108477,103257,10.425
10475,108373,103226,10.45
10500,108330,103218,10.475
10525,108347,103247,10.5
10550,108409,103273,10.525
10575,108483,103278,10.55
10600,108600,103317,10.575
10625,108596,103284,10.6
10650,108529,103287,10.625
10675,108533,103287,10.65
10700,108558,103318,10.675
10725,108736,103380,10.7
10750,108740,103384,10.725
10775,108711,103373,10.75
10800,108649,103343,10.775
10825,108585,103344,10.8
10850,108657,103382,10.825
10875,108756,103416,10.85
10900,108717,103312,10.875
10925,107912,103013,10.9
10950,107672,102920,10.925
10975,107530,102885,10.95
11000,107482,102894,10.975
11025,107647,102973,11.0
11050,107824,103041,11.025
11075,108058,103135,11.05
11100,108277,103218,11.075
11125,108510,103312,11.1
11150,108595,103311,11.125
11175,108606,103314,11.15
11200,108588,103330,11.175
11225,108818,103480,11.2
11250,108943,103510,11.225
11275,108921,103469,11.25
11300,108788,103400,11.275
11325,108550,103324,11.3
11350,108484,103318,11.325
11375,108476,103282,11.35
11400,108468,103287,11.375
11425,108530,103302,11.4
11450,108505,103267,11.425
11475,108417,103247,11.45
11500,108325,103206,11.475
11525,108332,103221,11.5
11550,108361,103231,11.525
11575,108415,103262,11.55
11600,108458,103273,11.575
11625,108593,103287,11.6
11650,108624,103279,11.625
11675,108576,103240,11.65
11700,108509,103202,11.675
11725,108611,103280,11.7
11750,108554,103277,11.725
11775,108494,103274,11.75
11800,108393,103226,11.775
11825,108422,103287,11.8
11850,108626,103275,11.825
11875,108458,103189,11.85
11900,108524,103234,11.875
11925,107842,102955,11.9
11950,107574,102875,11.925
11975,107402,102821,11.95
12000,107272,102776,11.975
12025,107217,102778,12.0
12050,107252,102817,12.025
12075,107343,102845,12.05
12100,107426,102883,12.075
12125,107533,102881,12.1
12150,107611,102922,12.125
12175,107759,103009,12.15
12200,107889,103059,12.175
12225,108009,103092,12.2
12250,108141,103158,12.225
12275,108295,103231,12.25
12300,108455,103293,12.275
12325,108689,103408,12.3
12350,108875,103473,12.325
12375,108982,103563,12.35
12400,108982,103504,12.375
12425,108570,103240,12.4
12450,108424,103152,12.425
12475,108412,103127,12.45
12500,108426,103126,12.475
12525,108324,103090,12.5
12550,108209,103062,12.525
12575,108119,103039,12.55
12600,108113,103043,12.575
12625,108166,103063,12.6
12650,108297,103122,12.625
12675,108529,103224,12.65
12700,108874,103282,12.675
12725,108684,103205,12.7
12750,108566,103163,12.725
12775,108596,103219,12.75
12800,108826,103319,12.775
12825,108850,103277,12.8
12850,108718,103217,12.825
12875,108492,103072,12.85
12900,108075,103042,12.875
12925,108007,103032,12.9
12950,107862,103006,12.925
12975,107670,102878,12.95
13000,107517,102893,12.975
13025,107616,102973,13.0
13050,107775,103040,13.025
13075,107948,103107,13.05
13100,108486,103343,13.075
13125,108859,103474,13.1
13150,109139,103579,13.125
13175,109316,103629,13.15
13200,109615,103729,13.175
13225,109797,103815,13.2
13250,110029,103892,13.225
13275,110276,104009,13.25
13300,110530,104064,13.275
13325,110552,104026,13.3
13350,110409,103968,13.325
13375,110199,103900,13.35
13400,109913,103851,13.375
13425,109996,103908,13.4
13450,110054,103870,13.425
13475,109919,103733,13.45
13500,108926,103303,13.475
13525,108501,103186,13.5
13550,108282,103122,13.525
13575,108109,103082,13.55
13600,108059,103071,13.575
13625,108133,103105,13.6
13650,108218,103152,13.625
